hat,saat,yolcu,sefer,yolcu_per_sefer
50Y,13,488,6,81.3
50Y,14,414,7,59.1
50Y,15,433,6,72.2
50Y,16,350,6,58.3
50Y,17,293,6,48.8
50Y,18,282,5,56.4
50Y,19,228,5,45.6
50Y,20,322,7,46.0
50Y,21,215,7,30.7
50Y,22,150,5,30.0
50Y,23,98,2,49.0
522,4,19,1,19.0
522,5,385,5,77.0
522,6,833,10,83.3
522,7,1136,11,103.3
522,8,1225,8,153.1
522,9,881,7,125.9
522,10,885,10,88.5
522,11,795,8,99.4
522,12,1111,10,111.1
522,13,1054,6,175.7
522,14,988,9,109.8
522,15,1071,7,153.0
522,16,911,6,151.8
522,17,939,7,134.1
522,18,808,6,134.7
522,19,965,5,193.0
522,20,759,5,151.8
522,21,464,5,92.8
522,22,475,3,158.3
522,23,372,3,124.0
522B,5,120,2,60.0
522B,6,285,2,142.5
522B,7,334,3,111.3
522B,8,272,3,90.7
522B,9,196,2,98.0
522B,10,259,4,64.8
522B,11,306,4,76.5
522B,12,249,3,83.0
522B,13,209,4,52.2
522B,14,353,3,117.7
522B,15,294,3,98.0
522B,16,300,4,75.0
522B,17,145,2,72.5
522B,18,253,3,84.3
522B,19,281,3,93.7
522B,20,183,2,91.5
522B,21,173,3,57.7
522B,22,171,2,85.5
522B,23,55,1,55.0
522ST,0,165,1,165.0
522ST,1,5,1,5.0
522ST,4,31,2,15.5
522ST,5,502,7,71.7
522ST,6,852,10,85.2
522ST,7,1015,12,84.6
522ST,8,1421,10,142.1
522ST,9,1095,9,121.7
522ST,10,920,12,76.7
522ST,11,1260,10,126.0
522ST,12,1413,10,141.3
522ST,13,1296,11,117.8
522ST,14,1205,10,120.5
522ST,15,1242,11,112.9
522ST,16,1360,10,136.0
522ST,17,1092,9,121.3
522ST,18,1299,9,144.3
522ST,19,1083,7,154.7
522ST,20,940,4,235.0
522ST,21,641,6,106.8
522ST,22,544,5,108.8
522ST,23,307,3,102.3
54E,6,96,2,48.0
54E,7,280,2,140.0
54E,8,242,2,121.0
54E,9,124,2,62.0
54E,10,139,1,139.0
54E,11,104,1,104.0
54E,12,89,2,44.5
54E,14,148,2,74.0
54E,15,185,1,185.0
54E,16,98,1,98.0
54E,17,159,1,159.0
54E,18,166,2,83.0
54E,19,120,1,120.0
54E,20,92,4,23.0
54E,21,50,2,25.0
54E,22,50,1,50.0
54HT,6,213,6,35.5
54HT,7,467,8,58.4
54HT,8,567,7,81.0
54HT,9,232,6,38.7
54HT,10,176,6,29.3
54HT,11,248,6,41.3
54HT,12,260,6,43.3
54HT,13,313,5,62.6
54HT,14,356,5,71.2
54HT,15,375,6,62.5
54HT,16,320,5,64.0
54HT,17,285,4,71.2
54HT,18,252,4,63.0
54HT,19,227,3,75.7
54HT,20,144,3,48.0
54HT,21,61,2,30.5
54K,5,95,1,95.0
54K,6,428,5,85.6
54K,7,854,6,142.3
54K,8,874,5,174.8
54K,9,833,4,208.2
54K,10,533,3,177.7
54K,11,589,3,196.3
54K,12,474,3,158.0
54K,13,680,3,226.7
54K,14,398,3,132.7
54K,15,461,2,230.5
54K,16,555,2,277.5
54K,17,349,3,116.3
54K,18,503,3,167.7
54K,19,348,2,174.0
54K,20,172,5,34.4
54K,21,255,6,42.5
54K,22,234,5,46.8
54K,23,79,1,79.0
54KT,6,41,1,41.0
54P,7,94,2,47.0
54P,8,22,1,22.0
54P,9,82,1,82.0
54P,11,76,1,76.0
54P,12,78,1,78.0
54P,14,26,1,26.0
54P,16,38,1,38.0
54P,19,47,1,47.0
54P,21,40,1,40.0
54T,6,32,1,32.0
54T,8,142,1,142.0
54T,9,27,1,27.0
54Ç,6,103,3,34.3
54Ç,7,376,4,94.0
54Ç,8,261,3,87.0
54Ç,9,201,3,67.0
54Ç,10,142,3,47.3
54Ç,11,157,3,52.3
54Ç,12,253,2,126.5
54Ç,13,174,2,87.0
54Ç,14,245,2,122.5
54Ç,15,263,3,87.7
54Ç,16,263,2,131.5
54Ç,17,205,1,205.0
54Ç,18,158,2,79.0
54Ç,19,196,2,98.0
54Ç,20,137,5,27.4
54Ç,21,202,4,50.5
54Ç,22,110,2,55.0
54ÖR,6,250,4,62.5
54ÖR,7,390,3,130.0
54ÖR,8,439,4,109.8
54ÖR,9,469,2,234.5
54ÖR,10,283,2,141.5
54ÖR,11,240,3,80.0
54ÖR,12,308,3,102.7
54ÖR,13,388,2,194.0
54ÖR,14,391,2,195.5
54ÖR,15,337,2,168.5
54ÖR,16,327,2,163.5
54ÖR,17,349,2,174.5
54ÖR,18,318,2,159.0
54ÖR,19,334,2,167.0
54ÖR,20,256,3,85.3
54ÖR,21,209,5,41.8
54ÖR,22,96,2,48.0
55,5,57,1,57.0
55,6,505,5,101.0
55,7,1059,6,176.5
55,8,887,7,126.7
55,9,804,5,160.8
55,10,733,5,146.6
55,11,848,5,169.6
55,12,798,5,159.6
55,13,854,5,170.8
55,14,917,5,183.4
55,15,1031,5,206.2
55,16,864,5,172.8
55,17,968,5,193.6
55,18,837,5,167.4
55,19,714,4,178.5
55,20,503,7,71.9
55,21,399,8,49.9
55,22,305,5,61.0
55,23,44,1,44.0
559C,0,65,2,32.5
559C,6,161,4,40.2
559C,7,435,5,87.0
559C,8,737,4,184.2
559C,9,407,5,81.4
559C,10,481,5,96.2
559C,11,446,5,89.2
559C,12,349,4,87.2
559C,13,359,5,71.8
559C,14,323,2,161.5
559C,15,554,5,110.8
559C,16,546,3,182.0
559C,17,478,4,119.5
559C,18,437,4,109.2
559C,19,358,2,179.0
559C,20,177,3,59.0
559C,21,177,4,44.2
559C,22,241,3,80.3
559C,23,154,3,51.3
55B,6,117,2,58.5
55B,7,228,2,114.0
55B,8,317,2,158.5
55B,9,289,2,144.5
55B,10,208,2,104.0
55B,11,166,2,83.0
55B,12,146,2,73.0
55B,13,204,1,204.0
55B,14,233,2,116.5
55B,15,288,2,144.0
55B,16,247,2,123.5
55B,17,270,2,135.0
55B,18,286,2,143.0
55B,19,269,2,134.5
55B,20,186,2,93.0
55B,21,114,2,57.0
55B,22,154,2,77.0
55ET,5,20,1,20.0
55ET,7,102,1,102.0
55ET,9,50,1,50.0
55ET,11,7,2,3.5
55ET,13,21,1,21.0
55ET,14,32,1,32.0
55ET,15,17,1,17.0
55ET,17,31,1,31.0
55ET,18,21,1,21.0
55ET,20,14,1,14.0
55ET,22,55,1,55.0
55T,0,50,1,50.0
55T,6,412,8,51.5
55T,7,1076,11,97.8
55T,8,909,8,113.6
55T,9,707,7,101.0
55T,10,518,6,86.3
55T,11,565,5,113.0
55T,12,640,6,106.7
55T,13,543,5,108.6
55T,14,568,6,94.7
55T,15,723,5,144.6
55T,16,512,5,102.4
55T,17,717,6,119.5
55T,18,652,8,81.5
55T,19,617,9,68.6
55T,20,547,10,54.7
55T,21,429,9,47.7
55T,22,471,8,58.9
55T,23,214,3,71.3
55V,6,46,2,23.0
55V,7,25,1,25.0
55Y,5,11,1,11.0
55Y,6,80,1,80.0
55Y,7,150,1,150.0
55Y,8,89,1,89.0
55Y,14,17,1,17.0
55Y,15,65,1,65.0
55Y,17,37,1,37.0
55Y,18,115,1,115.0
57UL,6,40,2,20.0
57UL,7,76,2,38.0
57UL,8,93,1,93.0
57UL,9,36,2,18.0
57UL,10,51,2,25.5
57UL,11,30,2,15.0
57UL,12,30,2,15.0
57UL,13,18,1,18.0
57UL,14,52,1,52.0
57UL,15,59,2,29.5
57UL,16,37,1,37.0
57UL,17,49,1,49.0
57UL,18,57,2,28.5
57UL,19,18,1,18.0
57UL,20,23,1,23.0
57UL,21,26,2,13.0
58A,5,36,1,36.0
58A,6,244,4,61.0
58A,7,676,5,135.2
58A,8,843,3,281.0
58A,9,470,4,117.5
58A,10,292,4,73.0
58A,11,385,4,96.2
58A,12,378,2,189.0
58A,13,452,3,150.7
58A,14,424,4,106.0
58A,15,593,3,197.7
58A,16,586,3,195.3
58A,17,554,3,184.7
58A,18,455,2,227.5
58A,19,358,2,179.0
58A,20,391,7,55.9
58A,21,239,4,59.8
58A,22,295,5,59.0
58A,23,90,1,90.0
58N,6,261,6,43.5
58N,7,804,5,160.8
58N,8,944,6,157.3
58N,9,680,4,170.0
58N,10,511,5,102.2
58N,11,373,5,74.6
58N,12,440,5,88.0
58N,13,480,4,120.0
58N,14,567,4,141.8
58N,15,583,4,145.8
58N,16,586,3,195.3
58N,17,579,3,193.0
58N,18,645,3,215.0
58N,19,442,3,147.3
58N,20,211,2,105.5
58N,21,294,4,73.5
58N,22,206,2,103.0
58UL,8,21,1,21.0
58UL,9,52,1,52.0
58UL,10,32,1,32.0
58UL,11,40,1,40.0
58UL,13,58,1,58.0
58UL,14,27,1,27.0
58UL,15,48,1,48.0
58UL,16,126,1,126.0
58UL,18,24,1,24.0
58UL,21,36,2,18.0
59A,6,215,3,71.7
59A,7,525,4,131.2
59A,8,646,3,215.3
59A,9,290,3,96.7
59A,10,153,2,76.5
59A,11,165,4,41.2
59A,12,257,2,128.5
59A,13,225,3,75.0
59A,14,245,2,122.5
59A,15,309,3,103.0
59A,16,347,3,115.7
59A,17,335,1,335.0
59A,18,205,2,102.5
59A,19,247,2,123.5
59A,20,151,2,75.5
59A,21,118,5,23.6
59A,22,218,4,54.5
59A,23,24,1,24.0
59CH,7,75,3,25.0
59CH,8,82,3,27.3
59CH,9,36,1,36.0
59CH,10,37,2,18.5
59CH,11,40,2,20.0
59CH,12,30,1,30.0
59CH,13,25,1,25.0
59CH,14,55,2,27.5
59CH,15,38,1,38.0
59CH,16,53,1,53.0
59CH,17,20,1,20.0
59CH,18,52,1,52.0
59CH,19,9,1,9.0
59CH,21,20,2,10.0
59CH,22,21,1,21.0
59HS,7,150,2,75.0
59HS,8,114,2,57.0
59HS,9,68,2,34.0
59HS,10,11,1,11.0
59HS,11,24,1,24.0
59HS,12,11,2,5.5
59HS,13,29,1,29.0
59HS,14,17,1,17.0
59HS,15,117,2,58.5
59HS,16,59,2,29.5
59HS,17,160,2,80.0
59HS,18,66,1,66.0
59HS,19,75,2,37.5
59HS,20,8,2,4.0
59HS,21,26,1,26.0
59K,13,18,1,18.0
59K,15,21,1,21.0
59K,17,45,1,45.0
59K,20,15,1,15.0
59K,21,8,1,8.0
59N,6,180,6,30.0
59N,7,488,5,97.6
59N,8,721,6,120.2
59N,9,436,5,87.2
59N,10,323,5,64.6
59N,11,265,5,53.0
59N,12,228,4,57.0
59N,13,331,6,55.2
59N,14,202,3,67.3
59N,15,349,4,87.2
59N,16,217,2,108.5
59N,17,213,3,71.0
59N,18,239,1,239.0
59N,19,231,3,77.0
59N,20,150,4,37.5
59N,21,167,5,33.4
59N,22,97,3,32.3
59N,23,44,2,22.0
59R,6,186,3,62.0
59R,7,194,2,97.0
59R,8,188,2,94.0
59R,9,194,2,97.0
59R,10,85,2,42.5
59R,11,104,2,52.0
59R,12,89,2,44.5
59R,13,103,3,34.3
59R,14,140,1,140.0
59R,15,184,2,92.0
59R,16,115,1,115.0
59R,17,85,2,42.5
59R,18,63,1,63.0
59R,19,68,1,68.0
59R,20,127,2,63.5
59R,21,79,3,26.3
59RH,6,11,2,5.5
59RH,7,93,4,23.2
59RH,8,45,2,22.5
59RH,15,4,1,4.0
59RH,16,39,2,19.5
59RH,17,26,3,8.7
59RH,18,94,2,47.0
59RK,6,57,2,28.5
59RK,7,241,2,120.5
59RK,8,126,3,42.0
59RK,9,104,2,52.0
59RK,10,49,2,24.5
59RK,11,42,2,21.0
59RK,12,78,3,26.0
59RK,13,38,1,38.0
59RK,14,46,1,46.0
59RK,15,59,2,29.5
59RK,16,13,1,13.0
59RK,17,115,2,57.5
59RK,18,16,2,8.0
59RK,19,71,1,71.0
59RK,20,46,3,15.3
59RK,21,71,3,23.7
59RK,23,69,2,34.5
59RS,6,330,5,66.0
59RS,7,338,4,84.5
59RS,8,473,4,118.2
59RS,9,280,5,56.0
59RS,10,219,4,54.8
59RS,11,171,4,42.8
59RS,12,176,4,44.0
59RS,13,228,5,45.6
59RS,14,204,3,68.0
59RS,15,257,4,64.2
59RS,16,180,3,60.0
59RS,17,203,1,203.0
59RS,18,112,2,56.0
59RS,19,94,2,47.0
59RS,20,94,4,23.5
59RS,22,51,2,25.5
6,6,253,5,50.6
6,7,611,5,122.2
6,8,476,4,119.0
6,9,407,4,101.8
6,10,376,5,75.2
6,11,382,5,76.4
6,12,523,5,104.6
6,13,456,5,91.2
6,14,435,4,108.8
6,15,399,4,99.8
6,16,412,3,137.3
6,17,273,3,91.0
6,18,303,2,151.5
6,19,261,5,52.2
6,20,179,4,44.8
6,21,113,2,56.5
6,22,52,1,52.0
62,0,97,1,97.0
62,5,40,1,40.0
62,6,661,9,73.4
62,7,2045,14,146.1
62,8,2029,11,184.5
62,9,1407,10,140.7
62,10,774,7,110.6
62,11,884,8,110.5
62,12,1038,8,129.8
62,13,1049,9,116.6
62,14,1249,8,156.1
62,15,1143,7,163.3
62,16,1165,6,194.2
62,17,1540,7,220.0
62,18,1538,7,219.7
62,19,1267,6,211.2
62,20,833,5,166.6
62,21,565,8,70.6
62,22,592,7,84.6
62,23,306,4,76.5
622,0,30,1,30.0
622,5,398,6,66.3
622,6,895,13,68.8
622,7,1216,11,110.5
622,8,921,6,153.5
622,9,679,9,75.4
622,10,547,7,78.1
622,11,595,7,85.0
622,12,642,8,80.2
622,13,574,7,82.0
622,14,589,8,73.6
622,15,783,8,97.9
622,16,775,8,96.9
622,17,621,8,77.6
622,18,427,5,85.4
622,19,423,4,105.8
622,20,402,8,50.2
622,21,350,5,70.0
622,22,298,5,59.6
62G,6,171,2,85.5
62G,7,538,3,179.3
62G,8,463,2,231.5
62G,9,390,2,195.0
62G,10,231,1,231.0
62G,11,178,3,59.3
62G,12,321,1,321.0
62G,13,267,2,133.5
62G,14,247,3,82.3
62G,15,335,4,83.8
62G,16,407,1,407.0
62G,17,279,3,93.0
62G,18,454,2,227.0
62G,19,232,2,116.0
62G,20,148,1,148.0
62G,21,179,4,44.8
62G,22,140,2,70.0
62G,23,55,1,55.0
62H,6,2,1,2.0
62H,7,55,1,55.0
62H,8,86,1,86.0
62H,9,43,1,43.0
62H,10,19,1,19.0
62H,12,24,1,24.0
62H,13,38,1,38.0
62H,14,10,1,10.0
62H,15,30,1,30.0
62H,17,17,1,17.0
62H,19,30,1,30.0
62H,20,11,1,11.0
62H,21,33,1,33.0
62H,22,37,1,37.0
63,5,53,2,26.5
63,6,322,7,46.0
63,7,1039,7,148.4
63,8,1161,6,193.5
63,9,914,6,152.3
63,10,653,5,130.6
63,11,769,5,153.8
63,12,727,6,121.2
63,13,769,6,128.2
63,14,802,5,160.4
63,15,942,7,134.6
63,16,1097,5,219.4
63,17,704,4,176.0
63,18,712,4,178.0
63,19,802,4,200.5
63,20,359,3,119.7
63,21,293,6,48.8
63,22,332,4,83.0
63,23,157,2,78.5
64Ç,6,58,1,58.0
64Ç,7,97,2,48.5
64Ç,9,51,1,51.0
64Ç,11,13,1,13.0
64Ç,14,54,1,54.0
64Ç,15,40,1,40.0
64Ç,16,44,2,22.0
64Ç,18,74,1,74.0
64Ç,20,39,1,39.0
64Ç,22,17,2,8.5
65A,6,181,3,60.3
65A,7,327,2,163.5
65A,8,385,1,385.0
65A,9,116,2,58.0
65A,11,155,2,77.5
65A,13,100,2,50.0
65A,14,41,2,20.5
65A,15,64,1,64.0
65A,16,187,2,93.5
65A,17,288,2,144.0
65A,18,305,2,152.5
65A,19,161,3,53.7
65A,20,118,2,59.0
65A,21,54,1,54.0
65A,22,85,1,85.0
65A,23,13,1,13.0
65G,0,57,1,57.0
65G,5,160,3,53.3
65G,6,461,7,65.9
65G,7,981,10,98.1
65G,8,1161,5,232.2
65G,9,722,4,180.5
65G,10,668,7,95.4
65G,11,699,4,174.8
65G,12,701,5,140.2
65G,13,751,5,150.2
65G,14,748,5,149.6
65G,15,751,5,150.2
65G,16,741,4,185.2
65G,17,541,4,135.2
65G,18,732,4,183.0
65G,19,592,4,148.0
65G,20,562,4,140.5
65G,21,328,6,54.7
65G,22,213,4,53.2
65G,23,74,2,37.0
66,6,324,4,81.0
66,7,689,6,114.8
66,8,554,5,110.8
66,9,633,3,211.0
66,10,472,3,157.3
66,11,435,2,217.5
66,12,416,3,138.7
66,13,410,2,205.0
66,14,427,5,85.4
66,15,410,4,102.5
66,16,366,2,183.0
66,17,242,4,60.5
66,18,315,2,157.5
66,19,341,4,85.2
66,20,198,2,99.0
66,21,127,3,42.3
66Z,6,23,1,23.0
66Z,7,51,1,51.0
66Z,8,75,1,75.0
66Z,9,45,1,45.0
7,6,24,2,12.0
7,7,231,1,231.0
7,14,2,1,2.0
7,15,137,1,137.0
7,17,92,2,46.0
70D,6,40,1,40.0
70D,7,76,2,38.0
70D,8,75,1,75.0
70D,9,75,1,75.0
70FE,6,207,5,41.4
70FE,7,427,7,61.0
70FE,8,668,7,95.4
70FE,9,401,4,100.2
70FE,10,467,5,93.4
70FE,11,301,4,75.2
70FE,12,399,4,99.8
70FE,13,311,5,62.2
70FE,14,290,7,41.4
70FE,15,253,6,42.2
70FE,16,253,6,42.2
70FE,17,385,6,64.2
70FE,18,234,7,33.4
70FE,19,329,7,47.0
70FE,20,192,6,32.0
70FE,21,88,5,17.6
70FE,22,104,2,52.0
70FY,6,40,1,40.0
70FY,7,87,1,87.0
70FY,8,82,1,82.0
70KE,14,43,1,43.0
70KE,16,56,1,56.0
70KE,17,17,1,17.0
70KE,19,28,1,28.0
70KE,20,16,1,16.0
70KE,21,17,1,17.0
70KY,6,221,5,44.2
70KY,7,361,9,40.1
70KY,8,568,7,81.1
70KY,9,367,4,91.8
70KY,10,235,6,39.2
70KY,11,262,6,43.7
70KY,12,323,4,80.8
70KY,13,361,5,72.2
70KY,14,403,5,80.6
70KY,15,371,5,74.2
70KY,16,398,5,79.6
70KY,17,327,5,65.4
70KY,18,436,5,87.2
70KY,19,329,6,54.8
70KY,20,288,6,48.0
70KY,21,250,6,41.7
70KY,22,161,4,40.2
70KY,23,46,1,46.0
71T,6,133,2,66.5
71T,7,236,1,236.0
71T,8,63,1,63.0
71T,9,112,1,112.0
71T,10,86,1,86.0
71T,11,80,1,80.0
71T,12,126,1,126.0
71T,13,180,1,180.0
71T,14,55,1,55.0
71T,16,95,1,95.0
71T,17,87,1,87.0
71T,18,76,1,76.0
71T,19,94,1,94.0
72T,6,123,5,24.6
72T,7,426,5,85.2
72T,8,525,3,175.0
72T,9,443,2,221.5
72T,10,342,2,171.0
72T,11,192,3,64.0
72T,12,490,3,163.3
72T,13,397,2,198.5
72T,14,457,2,228.5
72T,15,482,2,241.0
72T,16,349,2,174.5
72T,17,260,2,130.0
72T,18,416,3,138.7
72T,19,349,2,174.5
72T,20,188,1,188.0
72T,21,94,3,31.3
72T,22,95,2,47.5
72YT,6,4,1,4.0
72YT,9,49,1,49.0
72YT,17,42,1,42.0
73,5,83,2,41.5
73,6,434,5,86.8
73,7,760,5,152.0
73,8,824,4,206.0
73,9,410,4,102.5
73,10,349,4,87.2
73,11,402,3,134.0
73,12,371,3,123.7
73,13,355,4,88.8
73,14,467,4,116.8
73,15,473,2,236.5
73,16,299,2,149.5
73,17,435,4,108.8
73,18,485,2,242.5
73,19,635,4,158.8
73,20,313,1,313.0
73,21,131,3,43.7
73,22,87,3,29.0
73,23,99,2,49.5
73B,16,36,1,36.0
73B,17,70,1,70.0
73B,18,40,1,40.0
73B,19,41,1,41.0
73F,7,55,1,55.0
73F,10,51,1,51.0
73F,20,47,1,47.0
73H,6,134,3,44.7
73H,7,302,9,33.6
73H,8,393,7,56.1
73H,9,337,7,48.1
73H,10,270,5,54.0
73H,11,278,5,55.6
73H,12,300,5,60.0
73H,13,254,6,42.3
73H,14,295,6,49.2
73H,15,338,6,56.3
73H,16,305,5,61.0
73H,17,313,5,62.6
73H,18,175,4,43.8
73H,19,169,4,42.2
73H,20,97,5,19.4
73H,21,64,3,21.3
73Y,6,6,1,6.0
73Y,7,94,4,23.5
73Y,8,118,2,59.0
73Y,9,10,1,10.0
73Y,15,12,1,12.0
73Y,16,60,2,30.0
73Y,17,49,2,24.5
73Y,18,49,2,24.5
74,6,16,2,8.0
74,7,70,1,70.0
74,16,17,2,8.5
74,18,51,1,51.0
74A,7,45,1,45.0
74A,8,49,1,49.0
74A,9,84,1,84.0
74A,10,59,1,59.0
74A,11,64,1,64.0
74A,12,66,1,66.0
74A,13,83,1,83.0
74A,15,60,1,60.0
74A,16,43,1,43.0
74A,17,22,1,22.0
74A,19,41,1,41.0
74A,21,37,1,37.0
75O,6,36,2,18.0
75O,7,11,1,11.0
75O,9,10,1,10.0
75O,17,4,1,4.0
75O,19,30,1,30.0
76,5,53,1,53.0
76,6,114,1,114.0
76,7,195,1,195.0
76,8,160,1,160.0
76,9,212,1,212.0
76,10,116,1,116.0
76,11,162,1,162.0
76,12,137,2,68.5
76,13,137,1,137.0
76,14,221,1,221.0
76,15,219,1,219.0
76,16,133,1,133.0
76,17,121,1,121.0
76,19,129,1,129.0
76,21,21,1,21.0
76A,6,77,1,77.0
76A,9,17,1,17.0
76A,13,36,1,36.0
76A,17,16,1,16.0
76A,19,53,1,53.0
76D,0,243,1,243.0
76D,5,326,5,65.2
76D,6,781,12,65.1
76D,7,991,12,82.6
76D,8,846,8,105.8
76D,9,772,11,70.2
76D,10,656,12,54.7
76D,11,817,10,81.7
76D,12,937,11,85.2
76D,13,870,10,87.0
76D,14,777,10,77.7
76D,15,782,9,86.9
76D,16,824,10,82.4
76D,17,858,9,95.3
76D,18,1085,11,98.6
76D,19,901,8,112.6
76D,20,671,10,67.1
76D,21,627,7,89.6
76D,22,635,7,90.7
76D,23,350,5,70.0
76G,5,16,1,16.0
76G,6,224,3,74.7
76G,7,410,6,68.3
76G,8,299,3,99.7
76G,9,191,3,63.7
76G,10,139,2,69.5
76G,11,92,2,46.0
76G,12,137,1,137.0
76G,13,241,2,120.5
76G,14,131,1,131.0
76G,15,200,2,100.0
76G,16,193,3,64.3
76G,17,166,2,83.0
76G,18,217,2,108.5
76G,19,141,2,70.5
76G,20,55,1,55.0
76G,21,96,1,96.0
76O,5,218,5,43.6
76O,6,860,9,95.6
76O,7,1365,8,170.6
76O,8,1292,5,258.4
76O,9,864,7,123.4
76O,10,819,8,102.4
76O,11,875,8,109.4
76O,12,1161,7,165.9
76O,13,1199,8,149.9
76O,14,1199,6,199.8
76O,15,1267,7,181.0
76O,16,1280,5,256.0
76O,17,1031,5,206.2
76O,18,1182,7,168.9
76O,19,1134,4,283.5
76O,20,698,5,139.6
76O,21,618,3,206.0
76O,22,540,3,180.0
76O,23,115,1,115.0
76TM,6,87,3,29.0
76TM,7,82,2,41.0
76TM,8,121,1,121.0
76TM,9,105,4,26.2
76TM,10,101,3,33.7
76TM,11,37,2,18.5
76TM,12,100,4,25.0
76TM,13,43,2,21.5
76TM,14,46,2,23.0
76TM,15,27,1,27.0
76TM,16,159,3,53.0
76TM,17,114,3,38.0
76TM,18,96,3,32.0
76TM,19,38,2,19.0
76TM,20,86,2,43.0
76TM,21,32,2,16.0
76V,5,6,1,6.0
76V,6,101,2,50.5
76V,7,100,1,100.0
76V,9,126,1,126.0
76V,10,112,1,112.0
76V,11,97,1,97.0
76V,13,66,1,66.0
76V,14,104,1,104.0
76V,15,121,1,121.0
76V,16,159,1,159.0
76V,18,105,1,105.0
76V,19,102,1,102.0
76V,20,81,1,81.0
76V,22,86,1,86.0
76Y,5,66,1,66.0
76Y,6,175,5,35.0
76Y,7,90,1,90.0
76Y,8,220,1,220.0
76Y,9,139,1,139.0
76Y,10,224,1,224.0
76Y,11,93,1,93.0
76Y,12,106,2,53.0
76Y,13,92,1,92.0
76Y,14,122,1,122.0
76Y,15,210,1,210.0
76Y,16,208,1,208.0
76Y,17,166,1,166.0
76Y,20,79,1,79.0
77,6,253,8,31.6
77,7,1061,6,176.8
77,8,898,6,149.7
77,9,757,5,151.4
77,10,500,3,166.7
77,11,493,4,123.2
77,12,537,3,179.0
77,13,498,4,124.5
77,14,570,4,142.5
77,15,516,4,129.0
77,16,616,4,154.0
77,17,527,3,175.7
77,18,569,3,189.7
77,19,477,4,119.2
77,20,460,4,115.0
77,21,243,3,81.0
77,22,209,4,52.2
77,23,81,2,40.5
77A,6,266,8,33.2
77A,7,780,5,156.0
77A,8,756,5,151.2
77A,9,472,5,94.4
77A,10,373,4,93.2
77A,11,331,3,110.3
77A,12,308,3,102.7
77A,13,363,4,90.8
77A,14,434,4,108.5
77A,15,449,4,112.2
77A,16,428,4,107.0
77A,17,449,3,149.7
77A,18,376,4,94.0
77A,19,442,4,110.5
77A,20,291,4,72.8
77A,21,188,3,62.7
77A,22,50,1,50.0
77Ç,6,57,3,19.0
77Ç,7,108,4,27.0
77Ç,8,158,4,39.5
77Ç,9,41,2,20.5
77Ç,10,69,2,34.5
77Ç,11,62,4,15.5
77Ç,12,71,2,35.5
77Ç,13,72,2,36.0
77Ç,14,51,2,25.5
77Ç,15,69,2,34.5
77Ç,16,97,4,24.2
77Ç,17,111,2,55.5
77Ç,18,76,2,38.0
77Ç,19,47,2,23.5
77Ç,20,19,1,19.0
77Ç,21,45,2,22.5
78,5,96,3,32.0
78,6,520,7,74.3
78,7,945,6,157.5
78,8,884,4,221.0
78,9,657,2,328.5
78,10,548,6,91.3
78,11,608,3,202.7
78,12,629,4,157.2
78,13,527,3,175.7
78,14,704,4,176.0
78,15,663,3,221.0
78,16,885,4,221.2
78,17,656,4,164.0
78,18,791,4,197.8
78,19,707,3,235.7
78,20,494,2,247.0
78,21,346,5,69.2
78,22,226,3,75.3
78,23,141,2,70.5
78B,6,68,2,34.0
78B,7,139,3,46.3
78B,8,96,2,48.0
78B,9,123,3,41.0
78B,15,8,1,8.0
78B,16,98,3,32.7
78B,17,69,2,34.5
78B,18,105,2,52.5
78B,19,69,2,34.5
78C,6,761,13,58.5
78C,7,1445,13,111.2
78C,8,1039,7,148.4
78C,9,548,6,91.3
78C,10,155,3,51.7
78C,11,185,3,61.7
78C,12,190,2,95.0
78C,13,296,3,98.7
78C,14,195,4,48.8
78C,15,459,7,65.6
78C,16,935,9,103.9
78C,17,610,7,87.1
78C,18,930,8,116.2
78C,19,756,9,84.0
78C,20,300,5,60.0
78C,21,171,3,57.0
78E,6,110,5,22.0
78E,7,383,6,63.8
78E,8,459,6,76.5
78E,9,324,4,81.0
78E,10,347,7,49.6
78E,11,219,4,54.8
78E,12,430,5,86.0
78E,13,499,2,249.5
78E,14,266,3,88.7
78E,15,422,2,211.0
78E,16,394,3,131.3
78E,17,352,3,117.3
78E,18,268,3,89.3
78E,19,278,2,139.0
78E,20,126,3,42.0
78E,21,107,2,53.5
78F,5,10,1,10.0
78F,6,160,4,40.0
78F,7,712,6,118.7
78F,8,920,3,306.7
78F,9,294,2,147.0
78F,10,161,2,80.5
78F,11,211,4,52.8
78F,12,284,3,94.7
78F,13,410,3,136.7
78F,14,180,2,90.0
78F,15,479,2,239.5
78F,16,491,1,491.0
78F,17,547,4,136.8
78F,18,382,2,191.0
78F,19,384,4,96.0
78F,20,224,2,112.0
78F,21,158,4,39.5
78G,6,142,3,47.3
78G,7,331,4,82.8
78G,8,244,3,81.3
78G,9,136,3,45.3
78G,10,99,2,49.5
78G,11,104,1,104.0
78G,12,180,4,45.0
78G,13,138,2,69.0
78G,14,183,2,91.5
78G,15,214,3,71.3
78G,16,410,2,205.0
78G,17,203,2,101.5
78G,18,235,1,235.0
78G,19,77,1,77.0
78G,20,64,2,32.0
78H,6,101,3,33.7
78H,7,217,2,108.5
78H,8,211,2,105.5
78H,9,126,1,126.0
78H,16,9,1,9.0
78H,17,156,2,78.0
78H,18,165,1,165.0
78H,19,57,1,57.0
78ZB,6,118,1,118.0
